experiment_id,trial_id,case_id,speech_id,order,round,player_id,mbti,initial_role,final_role,chars,labels,mentions,stance_target,stance_direction,stance_strength,judge_criteria_version
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s002,2,1,p3,ESFP,villager,villager,43,other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s003,3,1,p2,ESFP,villager,villager,88,agree|question,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s004,4,1,p7,ESFP,seer,seer,97,claim|defend|question,p1,p1,defend,3,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s005,5,1,p5,ESFP,werewolf,werewolf,75,claim|suspect|question,p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s006,6,1,p6,ESFP,thief,thief,93,claim|intent|question,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s007,7,1,p8,ESFP,werewolf,werewolf,63,question|suspect,p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s008,8,1,p1,ESFP,villager,villager,98,other|question,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s009,9,2,p2,ESFP,villager,villager,103,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s010,10,2,p5,ESFP,werewolf,werewolf,78,claim|suspect,p8,p8,suspect,3,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s011,11,2,p7,ESFP,seer,seer,85,claim|agree|question,p5|p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s012,12,2,p6,ESFP,thief,thief,69,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s013,13,2,p4,ESFP,villager,villager,109,other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s014,14,2,p8,ESFP,werewolf,werewolf,120,claim|suspect|question,p5,p5,suspect,3,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c10,e-20260830-010837-t008-c10-s015,15,2,p1,ESFP,villager,villager,94,suspect|question,p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s001,1,1,p4,ENFP,villager,villager,77,question,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s002,2,1,p7,ENFP,seer,seer,64,suspect|hypothesis,p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s003,3,1,p5,ENFP,werewolf,werewolf,93,hypothesis|question|agree,p7|p5,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s004,4,1,p6,ENFP,thief,thief,144,suspect|hypothesis|question|agree,p7|p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s005,5,1,p8,ENFP,werewolf,werewolf,112,suspect|hypothesis|agree,p7|p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s006,6,1,p1,ENFP,villager,villager,122,suspect|hypothesis|agree,p7|p6|p8|p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s007,7,2,p2,ENFP,villager,villager,163,suspect|hypothesis|agree,p7|p6|p8|p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s008,8,2,p5,ENFP,werewolf,werewolf,77,agree|defend|hypothesis,p2,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s009,9,2,p7,ENFP,seer,seer,133,defend|rebut|question,p5,p5,defend,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s010,10,2,p6,ENFP,thief,thief,139,defend|rebut|question,p5,p5,defend,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s011,11,2,p4,ENFP,villager,villager,87,question,p5,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s012,12,2,p8,ENFP,werewolf,werewolf,130,claim|defend,p4,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s013,13,3,p2,ENFP,villager,villager,78,agree|suspect|intent,p8|p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s014,14,4,p6,ENFP,thief,thief,112,agree|suspect|intent|question,p8|p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s015,15,5,p8,ENFP,werewolf,werewolf,146,question,p5,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s016,16,5,p5,ENFP,werewolf,werewolf,150,question,p8,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s017,17,6,p5,ENFP,werewolf,werewolf,147,question,p8,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c11,e-20260830-010837-t008-c11-s018,18,6,p2,ENFP,villager,villager,149,agree|question,p8,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s001,1,1,p3,ENTP,villager,villager,66,other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s002,2,1,p2,ENTP,villager,villager,82,other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s003,3,1,p7,ENTP,seer,seer,89,claim|other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s004,4,1,p5,ENTP,werewolf,werewolf,74,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s005,5,1,p6,ENTP,thief,thief,65,claim|other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s006,6,1,p8,ENTP,werewolf,werewolf,93,claim|other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s007,7,2,p5,ENTP,werewolf,werewolf,77,claim|intent,p8,p8,defend,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s008,8,2,p7,ENTP,seer,seer,118,claim|question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s009,9,2,p6,ENTP,thief,thief,87,question|defend,p1,p1,defend,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s010,10,2,p8,ENTP,werewolf,werewolf,116,claim|agree|question,p5,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s011,11,2,p1,ENTP,villager,villager,101,question,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s012,12,2,p3,ENTP,villager,villager,98,claim|question,p7,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s013,13,3,p2,ENTP,villager,villager,129,claim|hypothesis|intent|suspect,p7|p4,p4,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s014,14,3,p1,ENTP,villager,villager,92,question|agree,p2|p4,p4,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s015,15,3,p4,ENTP,villager,villager,123,agree|hypothesis|defend,p2,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s016,16,4,p8,ENTP,werewolf,werewolf,125,suspect|question|hypothesis,p4,p4,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s017,17,4,p6,ENTP,thief,thief,165,suspect|claim|question,p4,p4,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s018,18,4,p2,ENTP,villager,villager,128,defend|hypothesis|intent,p4,p4,defend,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s019,19,4,p3,ENTP,villager,villager,128,defend|hypothesis|intent,p4,p4,defend,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s020,20,4,p4,ENTP,villager,villager,131,agree|hypothesis|question,p2|p3,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c12,e-20260830-010837-t008-c12-s021,21,5,p3,ENTP,villager,villager,129,hypothesis|intent,p4,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s001,1,1,p3,ESTJ,villager,villager,63,other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s002,2,1,p2,ESTJ,villager,villager,87,other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s003,3,1,p7,ESTJ,seer,seer,83,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s004,4,1,p5,ESTJ,werewolf,werewolf,94,other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s005,5,1,p6,ESTJ,thief,thief,84,claim,p1,p1,defend,3,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s006,6,1,p8,ESTJ,werewolf,werewolf,113,claim,p5,p5,defend,3,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s007,7,1,p1,ESTJ,villager,villager,78,question,p7,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s008,8,2,p2,ESTJ,villager,villager,103,claim|intent,p5,p5,defend,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s009,9,2,p5,ESTJ,werewolf,werewolf,80,claim|intent,p8,p8,defend,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s010,10,2,p7,ESTJ,seer,seer,133,claim|defend,p1,p1,defend,3,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s011,11,2,p6,ESTJ,thief,thief,108,agree|defend,p7|p1,p1,defend,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s012,12,2,p8,ESTJ,werewolf,werewolf,116,question,p1|p7,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s013,13,2,p1,ESTJ,villager,villager,200,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c13,e-20260830-010837-t008-c13-s014,14,2,p3,ESTJ,villager,villager,143,question,p7|p8,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s001,1,1,p3,ESFJ,villager,villager,67,other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s002,2,1,p2,ESFJ,villager,villager,74,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s003,3,1,p7,ESFJ,seer,seer,74,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s004,4,1,p5,ESFJ,werewolf,werewolf,87,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s005,5,1,p6,ESFJ,thief,thief,99,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s006,6,1,p8,ESFJ,werewolf,werewolf,83,claim,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s007,7,1,p1,ESFJ,villager,villager,85,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s008,8,2,p2,ESFJ,villager,villager,82,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s009,9,2,p5,ESFJ,werewolf,werewolf,111,question,p8|p1|p6,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s010,10,2,p7,ESFJ,seer,seer,76,claim|defend,p1,p1,defend,3,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s011,11,2,p6,ESFJ,thief,thief,71,claim|question,p1,p1,defend,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s012,12,2,p8,ESFJ,werewolf,werewolf,101,other,p5|p7|p1,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c14,e-20260830-010837-t008-c14-s013,13,2,p3,ESFJ,villager,villager,75,question,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c15,e-20260830-010837-t008-c15-s001,1,1,p3,ENFJ,villager,villager,69,intent|hypothesis,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c15,e-20260830-010837-t008-c15-s002,2,1,p7,ENFJ,seer,seer,87,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c15,e-20260830-010837-t008-c15-s003,3,1,p5,ENFJ,werewolf,werewolf,75,other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c15,e-20260830-010837-t008-c15-s004,4,1,p6,ENFJ,thief,thief,76,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c15,e-20260830-010837-t008-c15-s005,5,1,p8,ENFJ,werewolf,werewolf,88,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c15,e-20260830-010837-t008-c15-s006,6,1,p1,ENFJ,villager,villager,84,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c15,e-20260830-010837-t008-c15-s007,7,2,p5,ENFJ,werewolf,werewolf,101,other,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c15,e-20260830-010837-t008-c15-s008,8,2,p7,ENFJ,seer,seer,102,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c15,e-20260830-010837-t008-c15-s009,9,2,p6,ENFJ,thief,thief,72,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c15,e-20260830-010837-t008-c15-s010,10,2,p8,ENFJ,werewolf,werewolf,111,claim|intent,p5,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c15,e-20260830-010837-t008-c15-s011,11,2,p1,ENFJ,villager,villager,104,intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c15,e-20260830-010837-t008-c15-s012,12,2,p3,ENFJ,villager,villager,92,defend|intent,p6,p6,defend,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s001,1,1,p4,ENTJ,villager,villager,81,question,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s002,2,1,p5,ENTJ,werewolf,werewolf,56,question,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s003,3,1,p6,ENTJ,thief,thief,75,question,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s004,4,1,p8,ENTJ,werewolf,werewolf,70,question|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s005,5,2,p5,ENTJ,werewolf,werewolf,101,suspect|hypothesis|agree,p8,p8,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s006,6,2,p7,ENTJ,seer,seer,111,suspect|agree|question,p8|p5,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s007,7,2,p6,ENTJ,thief,thief,85,question|suspect,p8,p8,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s008,8,2,p4,ENTJ,villager,villager,104,question|suspect|intent,p8,p8,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s009,9,2,p8,ENTJ,werewolf,werewolf,116,question|suspect,p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s010,10,3,p2,ENTJ,villager,villager,129,question|suspect,p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s011,11,3,p3,ENTJ,villager,villager,97,question|suspect,p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s012,12,3,p7,ENTJ,seer,seer,94,question|suspect,p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s013,13,4,p8,ENTJ,werewolf,werewolf,111,question|suspect,p5,p5,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s014,14,4,p2,ENTJ,villager,villager,137,question|suspect,p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s015,15,5,p3,ENTJ,villager,villager,109,question|suspect|agree,p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s016,16,5,p7,ENTJ,seer,seer,153,question|suspect|agree,p5,p5,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s017,17,5,p5,ENTJ,werewolf,werewolf,128,claim|suspect,p4,p4,suspect,2,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s018,18,6,p7,ENTJ,seer,seer,136,agree|question|suspect,p5|p4,p4,suspect,1,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s019,19,6,p8,ENTJ,werewolf,werewolf,86,claim|rebut,p4,,,,v1
e-20260830-010837,e-20260830-010837-t008,e-20260830-010837-t008-c16,e-20260830-010837-t008-c16-s020,20,6,p5,ENTJ,werewolf,werewolf,157,defend|claim,p4,p4,defend,2,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c00,e-20260830-010837-t009-c00-s001,1,1,p6,ENTP,seer,seer,72,claim|intent,p2,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c00,e-20260830-010837-t009-c00-s002,2,1,p1,ESTJ,werewolf,werewolf,67,claim|intent,p4,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c00,e-20260830-010837-t009-c00-s003,3,1,p7,ENFP,villager,villager,90,intent|question|agree,p2|p1,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c00,e-20260830-010837-t009-c00-s004,4,1,p3,ESTP,villager,villager,83,intent|question|agree,p1|p2,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c00,e-20260830-010837-t009-c00-s005,5,1,p5,ENFP,villager,villager,85,intent|agree,p1|p2,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c00,e-20260830-010837-t009-c00-s006,6,1,p2,ISFJ,thief,thief,74,question|intent|agree,p1|p2,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c00,e-20260830-010837-t009-c00-s007,7,1,p4,ENTP,werewolf,werewolf,49,suspect|question|intent,p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c00,e-20260830-010837-t009-c00-s008,8,2,p7,ENFP,villager,villager,86,suspect|question|intent,p1|p2,p1,suspect,2,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c00,e-20260830-010837-t009-c00-s009,9,2,p6,ENTP,seer,seer,97,question|hypothesis,p1|p2,p1,defend,1,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c00,e-20260830-010837-t009-c00-s010,10,2,p1,ESTJ,werewolf,werewolf,59,question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c00,e-20260830-010837-t009-c00-s011,11,2,p4,ENTP,werewolf,werewolf,88,question|hypothesis,p1,p1,defend,1,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c00,e-20260830-010837-t009-c00-s012,12,2,p3,ESTP,villager,villager,59,question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s001,1,1,p6,ISTJ,seer,seer,62,claim|hypothesis|intent,p2,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s002,2,1,p1,ISTJ,werewolf,werewolf,69,claim|intent,p4,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s003,3,1,p2,ISTJ,thief,thief,56,suspect|hypothesis|intent,p1|p4,p4,suspect,1,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s004,4,2,p6,ISTJ,seer,seer,74,claim|suspect|intent,p2|p1|p4,p4,suspect,1,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s005,5,2,p1,ISTJ,werewolf,werewolf,65,claim|intent,p4,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s006,6,2,p4,ISTJ,werewolf,werewolf,67,claim|intent,p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s007,7,3,p4,ISTJ,werewolf,werewolf,119,claim|hypothesis|intent|rebut,p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s008,8,4,p2,ISTJ,thief,thief,104,question|hypothesis|intent,p1,p1,suspect,1,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s009,9,4,p1,ISTJ,werewolf,werewolf,114,suspect|question|intent,p1|p4,p4,suspect,1,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s010,10,4,p6,ISTJ,seer,seer,121,question,p1|p4,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s011,11,5,p1,ISTJ,werewolf,werewolf,137,question|hypothesis,p1|p4,p4,suspect,1,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s012,12,5,p6,ISTJ,seer,seer,152,defend|hypothesis|intent,p1|p4,p4,defend,2,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s013,13,5,p4,ISTJ,werewolf,werewolf,154,question|hypothesis|claim,p1,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c01,e-20260830-010837-t009-c01-s014,14,5,p3,ISTJ,villager,villager,79,hypothesis|question,p1,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c02,e-20260830-010837-t009-c02-s001,1,1,p6,ISFJ,seer,seer,72,claim|hypothesis|question,p2,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c02,e-20260830-010837-t009-c02-s002,2,1,p1,ISFJ,werewolf,werewolf,81,claim|question,p4,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c02,e-20260830-010837-t009-c02-s003,3,1,p2,ISFJ,thief,thief,56,claim|intent,p4,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c02,e-20260830-010837-t009-c02-s004,4,1,p4,ISFJ,werewolf,werewolf,91,claim|hypothesis|intent,p4,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c02,e-20260830-010837-t009-c02-s005,5,2,p6,ISFJ,seer,seer,91,claim|intent|hypothesis,p4,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c02,e-20260830-010837-t009-c02-s006,6,2,p1,ISFJ,werewolf,werewolf,86,claim|intent|hypothesis,p4,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c02,e-20260830-010837-t009-c02-s007,7,2,p4,ISFJ,werewolf,werewolf,122,claim|question|suspect|hypothesis,p4|p1|p6,p6,suspect,1,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c03,e-20260830-010837-t009-c03-s001,1,1,p1,INFJ,werewolf,werewolf,49,other,,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c03,e-20260830-010837-t009-c03-s002,2,1,p2,INFJ,thief,thief,62,claim|intent,,,,,v1
e-20260830-010837,e-20260830-010837-t009,e-20260830-010837-t009-c03,e-20260830-010837-t009-c03-s003,3,1,p4,INFJ,werewolf,werewolf,74,claim,,,,,v1
